2017-07-28 10:42:31: 	{"query": "打开车灯", "uid": "222"}
2、长按此键10，媒体源静音、Carlife媒体静音、导航静音。
3、静音后再按下解除静音"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 11:42:25: 	{"query": "怎么用音响面板静音", "uid": "2qqqqqqq2"}

2017-07-30 11:42:25: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "音响面板", "operate": "静音"}}, "text": "怎么用音响面板静音", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "a989", "method": "1、短按此键10，媒体源静音、CarLife媒体静音。
2、长按此键10，媒体源静音、Carlife媒体静音、导航静音。
3、静音后再按下解除静音"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 11:42:31: 	{"query": "怎么用音响面板静音", "uid": "2qqqqqqqqqq2"}

2017-07-30 11:42:31: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "", "operate": "静音"}}, "text": "怎么用音响面板静音", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["方向盘", "音响面板"], "uplist": ["方向盘", "音响面板"], "title": "请选择操作方式"}}}

2017-07-30 11:42:38: 	{"query": "方向盘", "uid": "2qqqqqqqqqq2"}

2017-07-30 11:42:38: 	{"semantic": {"slots": {"part": "方向盘", "property": "", "operate": ""}}, "text": "方向盘", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g01.png", "method": "1、向下推开锁止手柄。
2、上、下、前、后移动方向盘，调至合适位置，使方向盘正对驾驶员的前胸，确保能够看到仪表板上所有的仪表和指示灯，然后保持方向盘在该位置。
3、向上推锁止手柄，锁定方向盘。
4、上、下、前、后移动方向盘，确保其已牢固锁止。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 11:43:30: 	{"query": "怎么用音响面板静音", "uid": "2qqqqqqqqqq2"}

2017-07-30 11:43:31: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "", "operate": "静音"}}, "text": "怎么用音响面板静音", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["方向盘", "音响面板"], "uplist": ["方向盘", "音响面板"], "title": "请选择操作方式"}}}

2017-07-30 11:43:42: 	{"query": "方向盘", "uid": "2qqqqqqqqqq2"}

2017-07-30 11:43:42: 	{"semantic": {"slots": {"part": "方向盘", "property": "", "operate": ""}}, "text": "方向盘", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g01.png", "method": "1、向下推开锁止手柄。
2、上、下、前、后移动方向盘，调至合适位置，使方向盘正对驾驶员的前胸，确保能够看到仪表板上所有的仪表和指示灯，然后保持方向盘在该位置。
3、向上推锁止手柄，锁定方向盘。
4、上、下、前、后移动方向盘，确保其已牢固锁止。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 11:44:09: 	{"query": "怎么用音响面板打开音响系统", "uid": "2qqqqqqqqqq2"}

2017-07-30 11:44:09: 	{"semantic": {"slots": {}}, "text": "", "rc": 0, "topic": "", "answer": {"state": 0, "result": {}}, "intent": "", "sc": 0, "data": {"result": {"list": ["怎么调节安全带高度", "怎么调节空调温度", "如何提高巡航车速", "节气门多长时间需要清洗", "车辆使用多长时间需要换刹车片", "机油机滤（小保养）的作用", "汽滤有什么作用", "不按周期更换空滤有什么隐患", "座椅通风失灵怎么回事", "踩油门变速箱明显抖动", "急刹车有咔咔的响", "人保车险的客服电话是多少", "太平洋车险购买车险的电话是多少", "平安车险保费计算网址是什么", "交强险投保金额是多少", "什么是车损险", "车损险赔付限额是否累加计算", "车身划痕险免赔率是多少"]}}}

2017-07-30 11:44:21: 	{"query": "仪表背景光怎么调节", "uid": "2qqqqqqqqqq2"}

2017-07-30 11:44:21: 	{"semantic": {"slots": {"function": "", "part": "仪表", "condition": "", "operate": "切换"}}, "text": "仪表背景光怎么调节", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "可切换温度、压力、油耗/里程显示内容的单位。通过方向盘上下按键移动选择光标，按键选择或者取消。选择“返回”选项，按OK按键后，返回上一级菜单。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 11:46:18: 	{"query": "仪表背景光怎么调节", "uid": "2qqqqqqqqqq2"}

2017-07-30 11:46:18: 	{"semantic": {"slots": {"function": "", "part": "仪表", "condition": "", "operate": "调节"}}, "text": "仪表背景光怎么调节", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "可调节整车内部背光等级。未打开小灯时背光不可调节。小灯打开时，按方向盘上下按键调节背光，其中向上按键增加，向下按键减小。按OK按键后，返回上一级菜单。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 11:48:57: 	{"query": "下坡辅助控制系统怎么打开", "uid": "2qqqqqqqqqq2"}

2017-07-30 11:48:57: 	{"semantic": {"slots": {"part": "下坡辅助控制系统", "operate": "开启"}}, "text": "下坡辅助控制系统怎么打开", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "当车速低于35km/h时，按压按键，HDC功能激活，此时仪表上的指示灯会点亮。再次按压按键，HDC功能关闭，此时仪表上的指示灯熄灭。下坡辅助控制系统工作时指示灯闪烁，同时后组合灯的制动灯同时被点亮。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 11:49:16: 	{"query": "怎么用音响面板切换音源", "uid": "2qqqqqqqqqq2"}

2017-07-30 11:49:16: 	{"semantic": {"slots": {"part": "音源", "condition": "音响面板", "operate": "切换"}}, "text": "怎么用音响面板切换音源", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "a989、a988", "method": "1、连续短按音响控制面板音源切换键4，或方向盘按键2可切换：FM、AM、USB/ipod、BTAudio。
2、按此键不会主动切换Carlife音乐；若当前正在播放Carlife音乐，按此键将切换到Radio。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 11:49:43: 	{"query": "怎么用音响面板静音", "uid": "2qqqqqqqqqq2"}

2017-07-30 11:49:43: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "", "operate": "静音"}}, "text": "怎么用音响面板静音", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["方向盘", "音响面板"], "uplist": ["方向盘", "音响面板"], "title": "请选择操作方式"}}}

2017-07-30 11:50:52: 	{"query": "怎么调节音响面板静音", "uid": "2qqqqqqqqqq2"}

2017-07-30 11:50:52: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "音响面板", "operate": "静音"}}, "text": "怎么调节音响面板静音", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "a989", "method": "1、短按此键10，媒体源静音、CarLife媒体静音。
2、长按此键10，媒体源静音、Carlife媒体静音、导航静音。
3、静音后再按下解除静音"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 11:51:02: 	{"query": "怎么调节音响面板", "uid": "2qqqqqqqqqq2"}

2017-07-30 11:51:02: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "音响面板", "operate": "静音"}}, "text": "怎么调节音响面板", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "a989", "method": "1、短按此键10，媒体源静音、CarLife媒体静音。
2、长按此键10，媒体源静音、Carlife媒体静音、导航静音。
3、静音后再按下解除静音"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 11:51:19: 	{"query": "怎么调节音响音量", "uid": "2qqqqqqqqqq2"}

2017-07-30 11:51:20: 	{"semantic": {"slots": {"function": "音量", "part": "音响", "condition": "", "operate": "调节"}}, "text": "怎么调节音响音量", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["音响面板", "多功能方向盘"], "uplist": ["音响面板", "多功能方向盘"], "title": "请选择操作方式"}}}

2017-07-30 11:51:25: 	{"query": "音响面板", "uid": "2qqqqqqqqqq2"}

2017-07-30 11:51:25: 	{"semantic": {"slots": {"function": "音量", "part": "音响", "condition": "音响面板", "operate": "调节"}}, "text": "音响面板", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "1、顺时针旋转音量调节旋钮，音量增加。
2、逆时针旋转音量调节旋钮，音量减小"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 11:55:20: 	{"query": "怎么用音响面板静音", "uid": "a"}

2017-07-30 11:57:03: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "", "operate": "静音"}}, "text": "怎么用音响面板静音", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["方向盘", "音响面板"], "uplist": ["方向盘", "音响面板"], "title": "请选择操作方式"}}}

2017-07-30 11:57:42: 	{"query": "怎么用音响面板静音", "uid": "a"}

2017-07-30 11:58:07: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "", "operate": "静音"}}, "text": "怎么用音响面板静音", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["方向盘", "音响面板"], "uplist": ["方向盘", "音响面板"], "title": "请选择操作方式"}}}

2017-07-30 11:58:16: 	{"query": "方向盘", "uid": "a"}

2017-07-30 12:14:37: 	{"query": "怎么用音响面板静音", "uid": "2qqqqqqqqqq2"}

2017-07-30 12:14:37: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "", "operate": "静音"}}, "text": "怎么用音响面板静音", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["方向盘", "音响面板"], "uplist": ["方向盘", "音响面板"], "title": "请选择操作方式"}}}

2017-07-30 12:14:43: 	{"query": "方向盘", "uid": "2qqqqqqqqqq2"}

2017-07-30 12:14:43: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "方向盘", "operate": "静音"}}, "text": "方向盘", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "短按静音按键，启动静音功能；再次短按静音按键，解除静音功能。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 01:53:35: 	{"query": "前雾灯怎么关", "uid": "ssss"}

2017-07-31 01:53:35: 	{"semantic": {"slots": {"position": "前", "part": "雾灯", "operate": "关闭"}}, "text": "前雾灯怎么关", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g04.png", "method": "将雾灯开关旋转OFF位置，前、后雾灯均关闭。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 01:55:04: 	{"query": "后雾灯怎么关", "uid": "ssss"}

2017-07-31 01:55:04: 	{"semantic": {"slots": {"position": "后", "part": "雾灯", "operate": "关闭"}}, "text": "后雾灯怎么关", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g04.png", "method": "将雾灯开关旋转OFF位置，前、后雾灯均关闭。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 01:55:27: 	{"query": "前雾灯怎么开", "uid": "ssss"}

2017-07-31 01:55:27: 	{"semantic": {"slots": {"position": "前", "part": "雾灯", "operate": "开启"}}, "text": "前雾灯怎么开", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g04.png", "method": "1、将启动开关切换到“ON”挡位。
2、将车灯开关拧至8或9位置。
3、将雾灯开关从OFF位置旋转至11位置，前雾灯点亮。
4、将雾灯开关旋转OFF位置，前、后雾灯均关闭。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 01:55:38: 	{"query": "后雾灯怎么开", "uid": "ssss"}

2017-07-31 01:55:39: 	{"semantic": {"slots": {"position": "后", "part": "雾灯", "operate": "开启"}}, "text": "后雾灯怎么开", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g04.png", "method": "将雾灯开关从11位置旋转至12位置，松开可弹回11位置，此时后雾灯点亮。多次旋转并松开弹回，可在前雾灯单独点亮模式与前、后雾灯都点亮模式之间切换。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 01:55:56: 	{"query": "下坡辅助控制系统怎么关闭", "uid": "ssss"}

2017-07-31 01:55:56: 	{"semantic": {"slots": {"part": "下坡辅助控制系统", "operate": "关闭"}}, "text": "下坡辅助控制系统怎么关闭", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "当车速低于35km/h时，按压按键，HDC功能激活，此时仪表上的指示灯会点亮。再次按压按键，HDC功能关闭，此时仪表上的指示灯熄灭。下坡辅助控制系统工作时指示灯闪烁，同时后组合灯的制动灯同时被点亮。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 01:56:31: 	{"query": "后备箱怎么关  ", "uid": "ssss"}

2017-07-31 01:56:31: 	{"semantic": {"slots": {}}, "text": "", "rc": 4, "topic": "", "answer": {"state": 0, "result": {}}, "intent": "", "error": "none auto", "sc": 0, "data": {"result": {"list": ["怎么调节安全带高度", "怎么调节空调温度", "如何提高巡航车速", "节气门多长时间需要清洗", "车辆使用多长时间需要换刹车片", "机油机滤（小保养）的作用", "汽滤有什么作用", "不按周期更换空滤有什么隐患", "座椅通风失灵怎么回事", "踩油门变速箱明显抖动", "急刹车有咔咔的响", "人保车险的客服电话是多少", "太平洋车险购买车险的电话是多少", "平安车险保费计算网址是什么", "交强险投保金额是多少", "什么是车损险", "车损险赔付限额是否累加计算", "车身划痕险免赔率是多少"]}}}

2017-07-31 01:56:49: 	{"query": "后备箱怎么关", "uid": "ssss"}

2017-07-31 01:56:49: 	{"semantic": {"slots": {}}, "text": "", "rc": 4, "topic": "", "answer": {"state": 0, "result": {}}, "intent": "", "error": "none auto", "sc": 0, "data": {"result": {"list": ["怎么调节安全带高度", "怎么调节空调温度", "如何提高巡航车速", "节气门多长时间需要清洗", "车辆使用多长时间需要换刹车片", "机油机滤（小保养）的作用", "汽滤有什么作用", "不按周期更换空滤有什么隐患", "座椅通风失灵怎么回事", "踩油门变速箱明显抖动", "急刹车有咔咔的响", "人保车险的客服电话是多少", "太平洋车险购买车险的电话是多少", "平安车险保费计算网址是什么", "交强险投保金额是多少", "什么是车损险", "车损险赔付限额是否累加计算", "车身划痕险免赔率是多少"]}}}

2017-07-31 01:58:09: 	{"query": "后备箱怎么关", "uid": "ssss"}

2017-07-31 01:58:10: 	{"semantic": {"slots": {}}, "text": "", "rc": 4, "topic": "", "answer": {"state": 0, "result": {}}, "intent": "", "error": "none auto", "sc": 0, "data": {"result": {"list": ["怎么调节安全带高度", "怎么调节空调温度", "如何提高巡航车速", "节气门多长时间需要清洗", "车辆使用多长时间需要换刹车片", "机油机滤（小保养）的作用", "汽滤有什么作用", "不按周期更换空滤有什么隐患", "座椅通风失灵怎么回事", "踩油门变速箱明显抖动", "急刹车有咔咔的响", "人保车险的客服电话是多少", "太平洋车险购买车险的电话是多少", "平安车险保费计算网址是什么", "交强险投保金额是多少", "什么是车损险", "车损险赔付限额是否累加计算", "车身划痕险免赔率是多少"]}}}

2017-07-31 01:58:59: 	{"query": "后备箱怎么关", "uid": "ssss"}

2017-07-31 01:58:59: 	{"semantic": {"slots": {}}, "text": "", "rc": 4, "topic": "", "answer": {"state": 0, "result": {}}, "intent": "", "error": "none auto", "sc": 0, "data": {"result": {"list": ["怎么调节安全带高度", "怎么调节空调温度", "如何提高巡航车速", "节气门多长时间需要清洗", "车辆使用多长时间需要换刹车片", "机油机滤（小保养）的作用", "汽滤有什么作用", "不按周期更换空滤有什么隐患", "座椅通风失灵怎么回事", "踩油门变速箱明显抖动", "急刹车有咔咔的响", "人保车险的客服电话是多少", "太平洋车险购买车险的电话是多少", "平安车险保费计算网址是什么", "交强险投保金额是多少", "什么是车损险", "车损险赔付限额是否累加计算", "车身划痕险免赔率是多少"]}}}

2017-07-31 02:00:00: 	{"query": "后备箱怎么关", "uid": "ssss"}

2017-07-31 02:00:00: 	{"semantic": {"slots": {}}, "text": "", "rc": 4, "topic": "", "answer": {"state": 0, "result": {}}, "intent": "", "error": "none auto", "sc": 0, "data": {"result": {"list": ["怎么调节安全带高度", "怎么调节空调温度", "如何提高巡航车速", "节气门多长时间需要清洗", "车辆使用多长时间需要换刹车片", "机油机滤（小保养）的作用", "汽滤有什么作用", "不按周期更换空滤有什么隐患", "座椅通风失灵怎么回事", "踩油门变速箱明显抖动", "急刹车有咔咔的响", "人保车险的客服电话是多少", "太平洋车险购买车险的电话是多少", "平安车险保费计算网址是什么", "交强险投保金额是多少", "什么是车损险", "车损险赔付限额是否累加计算", "车身划痕险免赔率是多少"]}}}

2017-07-31 02:00:19: 	{"query": "后备箱怎么关", "uid": "ssss"}

2017-07-31 02:00:19: 	{"semantic": {"slots": {}}, "text": "", "rc": 4, "topic": "", "answer": {"state": 0, "result": {}}, "intent": "", "error": "none auto", "sc": 0, "data": {"result": {"list": ["怎么调节安全带高度", "怎么调节空调温度", "如何提高巡航车速", "节气门多长时间需要清洗", "车辆使用多长时间需要换刹车片", "机油机滤（小保养）的作用", "汽滤有什么作用", "不按周期更换空滤有什么隐患", "座椅通风失灵怎么回事", "踩油门变速箱明显抖动", "急刹车有咔咔的响", "人保车险的客服电话是多少", "太平洋车险购买车险的电话是多少", "平安车险保费计算网址是什么", "交强险投保金额是多少", "什么是车损险", "车损险赔付限额是否累加计算", "车身划痕险免赔率是多少"]}}}

2017-07-31 02:01:05: 	{"query": "后备箱怎么关", "uid": "ssss"}

2017-07-31 02:01:05: 	{"semantic": {"slots": {}}, "text": "", "rc": 4, "topic": "", "answer": {"state": 0, "result": {}}, "intent": "", "error": "none auto", "sc": 0, "data": {"result": {"list": ["怎么调节安全带高度", "怎么调节空调温度", "如何提高巡航车速", "节气门多长时间需要清洗", "车辆使用多长时间需要换刹车片", "机油机滤（小保养）的作用", "汽滤有什么作用", "不按周期更换空滤有什么隐患", "座椅通风失灵怎么回事", "踩油门变速箱明显抖动", "急刹车有咔咔的响", "人保车险的客服电话是多少", "太平洋车险购买车险的电话是多少", "平安车险保费计算网址是什么", "交强险投保金额是多少", "什么是车损险", "车损险赔付限额是否累加计算", "车身划痕险免赔率是多少"]}}}

2017-07-31 02:03:11: 	{"query": "后备箱怎么关", "uid": "ssss"}

2017-07-31 02:03:11: 	{"semantic": {"slots": {}}, "text": "", "rc": 4, "topic": "", "answer": {"state": 0, "result": {}}, "intent": "", "error": "none auto", "sc": 0, "data": {"result": {"list": ["怎么调节安全带高度", "怎么调节空调温度", "如何提高巡航车速", "节气门多长时间需要清洗", "车辆使用多长时间需要换刹车片", "机油机滤（小保养）的作用", "汽滤有什么作用", "不按周期更换空滤有什么隐患", "座椅通风失灵怎么回事", "踩油门变速箱明显抖动", "急刹车有咔咔的响", "人保车险的客服电话是多少", "太平洋车险购买车险的电话是多少", "平安车险保费计算网址是什么", "交强险投保金额是多少", "什么是车损险", "车损险赔付限额是否累加计算", "车身划痕险免赔率是多少"]}}}

2017-07-31 02:06:22: 	{"query": "后备箱怎么关", "uid": "ssss"}

2017-07-31 02:06:22: 	{"semantic": {"slots": {"part": "掀背门", "property": "", "condition": "", "operate": "关闭"}}, "text": "后备箱怎么关", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "uplist": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "title": "请选择操作方式"}}}

2017-07-31 02:07:10: 	{"query": "无钥匙系统", "uid": "ssss"}

2017-07-31 02:07:10: 	{"semantic": {"slots": {}}, "text": "", "rc": 0, "topic": "", "answer": {"state": 0, "result": {}}, "intent": "", "sc": 0, "data": {"result": {"list": ["怎么调节安全带高度", "怎么调节空调温度", "如何提高巡航车速", "节气门多长时间需要清洗", "车辆使用多长时间需要换刹车片", "机油机滤（小保养）的作用", "汽滤有什么作用", "不按周期更换空滤有什么隐患", "座椅通风失灵怎么回事", "踩油门变速箱明显抖动", "急刹车有咔咔的响", "人保车险的客服电话是多少", "太平洋车险购买车险的电话是多少", "平安车险保费计算网址是什么", "交强险投保金额是多少", "什么是车损险", "车损险赔付限额是否累加计算", "车身划痕险免赔率是多少"]}}}

2017-07-31 02:07:18: 	{"query": "后备箱怎么关", "uid": "ssss"}

2017-07-31 02:07:18: 	{"semantic": {"slots": {"part": "掀背门", "property": "", "condition": "", "operate": "关闭"}}, "text": "后备箱怎么关", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "uplist": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "title": "请选择操作方式"}}}

2017-07-31 02:07:24: 	{"query": "自动感应", "uid": "ssss"}

2017-07-31 02:07:24: 	{"semantic": {"slots": {}}, "text": "", "rc": 0, "topic": "", "answer": {"state": 0, "result": {}}, "intent": "", "sc": 0, "data": {"result": {"list": ["怎么调节安全带高度", "怎么调节空调温度", "如何提高巡航车速", "节气门多长时间需要清洗", "车辆使用多长时间需要换刹车片", "机油机滤（小保养）的作用", "汽滤有什么作用", "不按周期更换空滤有什么隐患", "座椅通风失灵怎么回事", "踩油门变速箱明显抖动", "急刹车有咔咔的响", "人保车险的客服电话是多少", "太平洋车险购买车险的电话是多少", "平安车险保费计算网址是什么", "交强险投保金额是多少", "什么是车损险", "车损险赔付限额是否累加计算", "车身划痕险免赔率是多少"]}}}

2017-07-31 02:08:39: 	{"query": "后备箱怎么关", "uid": "ssss"}

2017-07-31 02:08:39: 	{"semantic": {"slots": {"part": "掀背门", "property": "", "condition": "", "operate": "关闭"}}, "text": "后备箱怎么关", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "uplist": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "title": "请选择操作方式"}}}

2017-07-31 02:09:09: 	{"query": "后备箱怎么关", "uid": "ssss"}

2017-07-31 02:09:10: 	{"semantic": {"slots": {"part": "掀背门", "property": "", "condition": "", "operate": "关闭"}}, "text": "后备箱怎么关", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "uplist": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "title": "请选择操作方式"}}}

2017-07-31 02:11:54: 	{"query": "后备箱怎么关", "uid": "ss333ss"}

2017-07-31 02:11:55: 	{"semantic": {"slots": {"part": "掀背门", "property": "", "condition": "", "operate": "关闭"}}, "text": "后备箱怎么关", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "uplist": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "title": "请选择操作方式"}}}

2017-07-31 02:12:25: 	{"query": "后备箱怎么关", "uid": "ss333ss"}

2017-07-31 02:12:25: 	{"semantic": {"slots": {"part": "掀背门", "property": "", "condition": "", "operate": "关闭"}}, "text": "后备箱怎么关", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "uplist": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "title": "请选择操作方式"}}}

2017-07-31 02:13:25: 	{"query": "后备箱怎么关", "uid": "ss333ss"}

2017-07-31 02:13:26: 	{"semantic": {"slots": {"part": "掀背门", "property": "", "condition": "", "operate": "关闭"}}, "text": "后备箱怎么关", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "uplist": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "title": "请选择操作方式"}}}

2017-07-31 02:13:27: 	{"query": "后备箱怎么关", "uid": "ss333ss"}

2017-07-31 02:13:28: 	{"semantic": {"slots": {"part": "掀背门", "property": "", "condition": "", "operate": "关闭"}}, "text": "后备箱怎么关", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "uplist": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "title": "请选择操作方式"}}}

2017-07-31 02:20:05: 	{"query": "怎么用遥控钥匙开后备箱 ", "uid": "ss333ss"}

2017-07-31 02:20:06: 	{"semantic": {"slots": {"part": "掀背门", "property": "", "condition": "遥控钥匙", "operate": "开启"}}, "text": "怎么用遥控钥匙开后备箱", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "在有效范围内，长按掀背门解锁键大于两秒，可解锁掀背门。配置电动掀背门的车型，在掀背门电动打开过程中，短按该按键，可暂停掀背门打开。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 02:20:26: 	{"query": "后备箱怎么打开  ", "uid": "ss333ss"}

2017-07-31 02:20:26: 	{"semantic": {"slots": {"part": "掀背门", "property": "", "condition": "", "operate": "开启"}}, "text": "后备箱怎么打开", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "uplist": ["遥控钥匙", "仪表台按键", "无钥匙系统", "自动感应"], "title": "请选择操作方式"}}}

2017-07-31 02:20:33: 	{"query": "自动感应  ", "uid": "ss333ss"}

2017-07-31 02:20:33: 	{"semantic": {"slots": {"part": "掀背门", "property": "", "condition": "自动感应", "operate": "开启"}}, "text": "自动感应", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "当启动开关在“OFF”挡位且四门关闭时，携带智能遥控钥匙，走进掀背门感应区域，离掀背门约0.5米时，喇叭响一声，同时转向灯开始闪烁，如果保持位置不动，或后退不超过1米，3.2秒后掀背门自动开启。如果听到喇叭声，3.2秒内离开掀背门感应区域或按智能遥控锁匙上掀背门开启键，可暂时停止该功能。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 02:20:45: 	{"query": "后备箱怎么感应打开  ", "uid": "ss333ss"}

2017-07-31 02:20:45: 	{"semantic": {"slots": {"part": "掀背门", "property": "", "condition": "自动感应", "operate": "开启"}}, "text": "后备箱怎么感应打开", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "当启动开关在“OFF”挡位且四门关闭时，携带智能遥控钥匙，走进掀背门感应区域，离掀背门约0.5米时，喇叭响一声，同时转向灯开始闪烁，如果保持位置不动，或后退不超过1米，3.2秒后掀背门自动开启。如果听到喇叭声，3.2秒内离开掀背门感应区域或按智能遥控锁匙上掀背门开启键，可暂时停止该功能。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 02:20:55: 	{"query": "后备箱电动功能怎么使用   ", "uid": "ss333ss"}

